customerid;personid;storeid;territoryid
17007;6021;NULL;4
17008;16032;NULL;4
17009;13687;NULL;4
17010;19223;NULL;4
17011;10109;NULL;4
17012;9405;NULL;4
17013;10018;NULL;1
17014;18739;NULL;4
17015;7552;NULL;1
17016;3200;NULL;4
17017;4534;NULL;1
17018;5775;NULL;4
17019;10901;NULL;1
17020;12596;NULL;1
17021;19892;NULL;4
17022;20557;NULL;4
17023;3998;NULL;6
17024;7765;NULL;4
17025;17995;NULL;6
17026;5171;NULL;6
17027;11719;NULL;6
17028;19609;NULL;1
17029;5024;NULL;4
17030;13013;NULL;4
17031;11311;NULL;4
17032;7624;NULL;4
17033;13249;NULL;4
17034;11657;NULL;6
17035;5151;NULL;1
17036;10077;NULL;6
17037;2623;NULL;6
17038;6449;NULL;4
17039;7865;NULL;4
17040;5234;NULL;1
17041;5594;NULL;1
17042;18373;NULL;1
17043;2502;NULL;1
17044;7465;NULL;1
17045;20269;NULL;9
17046;3969;NULL;9
17047;15175;NULL;9
17048;18753;NULL;9
17049;17369;NULL;9
17050;8720;NULL;9
17051;5831;NULL;9
17052;12881;NULL;9
17053;9753;NULL;9
17054;20389;NULL;9
17055;13372;NULL;9
17056;17091;NULL;9
17057;8651;NULL;9
17058;11517;NULL;9
17059;14146;NULL;9
17060;10789;NULL;9
17061;18478;NULL;9
17062;11355;NULL;9
17063;12899;NULL;9
17064;3090;NULL;9
17065;3178;NULL;9
17066;14125;NULL;9
17067;7103;NULL;9
17068;17333;NULL;9
17069;11372;NULL;9
17070;17703;NULL;9
17071;11929;NULL;9
17072;3199;NULL;9
17073;14502;NULL;9
17074;11197;NULL;9
17075;5825;NULL;9
17076;6865;NULL;9
17077;20131;NULL;9
17078;11459;NULL;9
17079;16435;NULL;9
17080;8172;NULL;7
17081;20453;NULL;7
17082;11164;NULL;8
17083;8793;NULL;8
17084;19784;NULL;7
17085;13175;NULL;10
17086;4389;NULL;8
17087;18389;NULL;10
17088;9108;NULL;7
17089;20769;NULL;8
17090;18514;NULL;8
17091;7411;NULL;8
17092;4345;NULL;8
17093;15286;NULL;8
17094;7010;NULL;10
17095;17784;NULL;7
17096;12515;NULL;8
17097;9723;NULL;10
17098;13396;NULL;10
17099;20093;NULL;7
17100;17937;NULL;8
17101;20103;NULL;10
17102;5100;NULL;8
17103;8179;NULL;8
17104;4111;NULL;8
17105;12353;NULL;10
17106;15049;NULL;7
17107;8777;NULL;8
17108;17764;NULL;7
17109;10759;NULL;7
17110;10606;NULL;10
17111;11511;NULL;8
17112;6230;NULL;10
17113;7255;NULL;8
17114;2929;NULL;8
17115;17410;NULL;10
17116;16669;NULL;6
17117;3442;NULL;4
17118;8722;NULL;1
17119;11233;NULL;6
17120;8416;NULL;2
17121;13936;NULL;1
17122;9825;NULL;4
17123;11702;NULL;4
17124;3216;NULL;1
17125;9094;NULL;6
17126;2730;NULL;6
17127;8262;NULL;1
17128;13129;NULL;4
17129;3341;NULL;4
17130;9625;NULL;4
17131;19039;NULL;1
17132;2452;NULL;1
17133;14212;NULL;1
17134;10391;NULL;1
17135;4594;NULL;1
17136;5690;NULL;1
17137;5398;NULL;1
17138;8123;NULL;4
17139;8926;NULL;4
17140;14406;NULL;1
17141;9074;NULL;1
17142;13971;NULL;4
17143;6651;NULL;6
17144;5461;NULL;1
17145;12612;NULL;4
17146;15510;NULL;4
17147;9868;NULL;6
17148;3186;NULL;6
17149;14730;NULL;1
17150;3796;NULL;1
17151;19874;NULL;1
17152;5215;NULL;1
17153;13713;NULL;4
17154;8305;NULL;4
17155;17866;NULL;4
17156;3209;NULL;4
17157;3753;NULL;4
17158;17152;NULL;1
17159;15863;NULL;1
17160;13101;NULL;1
17161;10622;NULL;1
17162;19744;NULL;1
17163;3731;NULL;4
17164;18014;NULL;4
17165;16307;NULL;4
17166;1744;NULL;1
17167;5689;NULL;1
17168;10074;NULL;1
17169;12236;NULL;4
17170;19826;NULL;4
17171;10838;NULL;4
17172;16754;NULL;4
17173;6674;NULL;4
17174;7130;NULL;4
17175;9542;NULL;6
17176;14901;NULL;4
17177;13809;NULL;4
17178;4753;NULL;4
17179;6342;NULL;4
17180;15369;NULL;1
17181;11497;NULL;8
17182;3519;NULL;10
17183;19405;NULL;8
17184;6691;NULL;8
17185;3541;NULL;10
17186;15655;NULL;10
17187;12504;NULL;7
17188;8189;NULL;7
17189;7444;NULL;8
17190;9643;NULL;8
17191;9022;NULL;8
17192;12185;NULL;10
17193;3404;NULL;10
17194;3775;NULL;8
17195;8284;NULL;7
17196;19438;NULL;7
17197;4564;NULL;8
17198;6180;NULL;8
17199;17903;NULL;8
17200;16838;NULL;8
17201;17944;NULL;8
17202;9762;NULL;10
17203;19883;NULL;10
17204;3124;NULL;10
17205;2413;NULL;10
17206;13165;NULL;7
17207;14377;NULL;10
17208;18685;NULL;8
17209;8394;NULL;8
17210;5117;NULL;8
17211;7626;NULL;7
17212;7738;NULL;7
17213;9191;NULL;10
17214;6234;NULL;10
17215;15020;NULL;8
17216;18585;NULL;7
17217;6555;NULL;8
17218;19083;NULL;10
17219;16511;NULL;7
17220;5667;NULL;8
17221;15593;NULL;8
17222;10019;NULL;7
17223;2494;NULL;7
17224;5731;NULL;8
17225;14454;NULL;10
17226;8700;NULL;10
17227;18702;NULL;9
17228;17366;NULL;9
17229;3249;NULL;9
17230;14874;NULL;9
17231;16210;NULL;9
17232;14690;NULL;9
17233;8971;NULL;9
17234;3664;NULL;9
17235;18785;NULL;9
17236;2847;NULL;9
17237;8556;NULL;9
17238;5148;NULL;9
17239;13850;NULL;9
17240;2556;NULL;9
17241;12761;NULL;9
17242;5334;NULL;9
17243;7283;NULL;9
17244;16062;NULL;9
17245;7667;NULL;9
17246;6563;NULL;9
17247;18728;NULL;9
17248;19807;NULL;9
17249;16976;NULL;9
17250;19767;NULL;9
17251;8481;NULL;9
17252;12279;NULL;9
17253;11082;NULL;9
17254;17727;NULL;9
17255;4516;NULL;9
17256;6102;NULL;9
17257;10182;NULL;9
17258;3888;NULL;9
17259;5955;NULL;9
17260;17055;NULL;1
17261;5784;NULL;1
17262;14307;NULL;4
17263;20410;NULL;6
17264;4684;NULL;1
17265;19658;NULL;4
17266;17493;NULL;1
17267;3912;NULL;4
17268;20201;NULL;1
17269;5816;NULL;1
17270;15570;NULL;4
17271;12649;NULL;1
17272;10454;NULL;1
17273;14490;NULL;1
17274;9956;NULL;1
17275;14272;NULL;4
17276;5891;NULL;1
17277;16624;NULL;9
17278;2472;NULL;9
17279;14011;NULL;9
17280;9755;NULL;9
17281;2524;NULL;9
17282;20216;NULL;9
17283;15962;NULL;9
17284;10752;NULL;9
17285;12626;NULL;9
17286;14987;NULL;9
17287;15767;NULL;9
17288;20528;NULL;9
17289;7145;NULL;9
17290;11527;NULL;9
17291;18293;NULL;9
17292;16083;NULL;9
17293;10915;NULL;9
17294;3267;NULL;9
17295;19258;NULL;9
17296;13972;NULL;9
17297;4199;NULL;9
17298;14450;NULL;9
17299;13002;NULL;9
17300;8177;NULL;9
17301;5292;NULL;9
17302;3262;NULL;9
17303;4244;NULL;9
17304;9731;NULL;9
17305;6858;NULL;9
17306;8136;NULL;9
17307;3313;NULL;9
17308;8845;NULL;9
17309;20721;NULL;9
17310;12467;NULL;9
17311;9134;NULL;9
17312;3381;NULL;9
17313;6438;NULL;9
17314;2433;NULL;9
17315;9998;NULL;9
17316;6922;NULL;9
17317;17631;NULL;9
17318;2653;NULL;9
17319;11708;NULL;9
17320;17321;NULL;9
17321;4596;NULL;9
17322;20271;NULL;9
17323;12866;NULL;9
17324;8450;NULL;9
17325;7776;NULL;9
17326;1745;NULL;9
17327;2448;NULL;9
17328;8522;NULL;9
17329;11393;NULL;9
17330;16406;NULL;9
17331;20489;NULL;9
17332;16575;NULL;9
17333;16479;NULL;9
17334;17257;NULL;9
17335;13572;NULL;4
17336;15257;NULL;4
17337;4609;NULL;6
17338;6868;NULL;6
17339;13906;NULL;1
17340;13944;NULL;1
17341;2738;NULL;1
17342;18388;NULL;1
17343;12855;NULL;1
17344;14180;NULL;4
17345;4000;NULL;6
17346;8157;NULL;9
17347;9441;NULL;6
17348;8968;NULL;6
17349;8887;NULL;1
17350;9695;NULL;9
17351;4257;NULL;9
17352;9245;NULL;9
17353;10867;NULL;9
17354;8192;NULL;9
17355;17113;NULL;9
17356;9292;NULL;1
17357;18442;NULL;1
17358;2842;NULL;4
17359;3278;NULL;1
17360;5780;NULL;6
17361;4165;NULL;1
17362;4139;NULL;1
17363;18174;NULL;4
17364;13874;NULL;4
17365;5695;NULL;1
17366;4934;NULL;4
17367;8418;NULL;1
17368;11996;NULL;1
17369;17859;NULL;4
17370;13204;NULL;9
17371;9114;NULL;6
17372;12627;NULL;6
17373;6567;NULL;6
17374;5410;NULL;6
17375;14655;NULL;9
17376;12959;NULL;1
17377;7469;NULL;1
17378;7033;NULL;1
17379;2766;NULL;1
17380;16840;NULL;4
17381;17381;NULL;9
17382;4183;NULL;4
17383;19093;NULL;1
17384;19464;NULL;4
17385;11323;NULL;6
17386;10140;NULL;1
17387;12927;NULL;6
17388;14564;NULL;6
17389;3973;NULL;1
17390;4177;NULL;1
17391;7643;NULL;1
17392;18484;NULL;1
17393;5178;NULL;4
17394;18990;NULL;4
17395;2939;NULL;4
17396;5034;NULL;4
17397;2764;NULL;4
17398;10665;NULL;4
17399;15282;NULL;4
17400;12231;NULL;6
17401;17146;NULL;1
17402;15373;NULL;6
17403;17093;NULL;6
17404;10363;NULL;6
17405;13025;NULL;1
17406;8094;NULL;1
17407;12689;NULL;4
17408;17397;NULL;4
17409;8367;NULL;6
17410;11200;NULL;6
17411;20483;NULL;6
17412;9975;NULL;1
17413;3170;NULL;1
17414;19007;NULL;1
17415;12241;NULL;4
17416;19447;NULL;4
17417;14404;NULL;4
17418;19414;NULL;4
17419;19193;NULL;4
17420;5699;NULL;4
17421;2958;NULL;4
17422;16150;NULL;6
17423;7719;NULL;1
17424;13152;NULL;1
17425;6252;NULL;1
17426;4654;NULL;4
17427;5254;NULL;4
17428;4437;NULL;4
17429;3812;NULL;1
17430;3720;NULL;1
17431;19631;NULL;1
17432;8210;NULL;1
17433;17553;NULL;1
17434;20218;NULL;4
17435;3738;NULL;4
17436;14537;NULL;4
17437;10325;NULL;4
17438;13834;NULL;1
17439;19865;NULL;1
17440;14811;NULL;4
17441;9586;NULL;4
17442;4240;NULL;6
17443;20569;NULL;1
17444;8494;NULL;1
17445;18741;NULL;4
17446;15548;NULL;4
17447;10791;NULL;4
17448;7041;NULL;4
17449;16910;NULL;1
17450;5992;NULL;6
17451;7503;NULL;1
17452;17154;NULL;1
17453;3151;NULL;1
17454;13638;NULL;4
17455;6983;NULL;4
17456;12816;NULL;1
17457;10918;NULL;1
17458;15759;NULL;4
17459;6813;NULL;4
17460;19090;NULL;4
17461;10950;NULL;1
17462;15367;NULL;4
17463;18992;NULL;1
17464;4010;NULL;1
17465;9482;NULL;1
17466;15870;NULL;1
17467;13093;NULL;4
17468;4037;NULL;6
17469;4758;NULL;4
17470;7084;NULL;4
17471;19623;NULL;1
17472;10649;NULL;4
17473;9706;NULL;1
17474;17018;NULL;4
17475;16782;NULL;4
17476;9479;NULL;6
17477;7296;NULL;1
17478;14993;NULL;9
17479;6323;NULL;9
17480;4269;NULL;4
17481;19524;NULL;6
17482;3605;NULL;6
17483;16249;NULL;6
17484;6974;NULL;9
17485;4148;NULL;1
17486;7079;NULL;1
17487;16593;NULL;1
17488;16859;NULL;1
17489;15633;NULL;4
17490;11307;NULL;4
17491;17486;NULL;6
17492;3023;NULL;1
17493;17816;NULL;9
17494;14515;NULL;9
17495;20462;NULL;9
17496;10465;NULL;9
17497;9401;NULL;4
17498;18653;NULL;4
17499;4676;NULL;4
17500;3837;NULL;9
17501;15716;NULL;9
17502;9109;NULL;9
17503;16125;NULL;9
17504;12174;NULL;9
17505;16473;NULL;1
17506;7629;NULL;4
17507;12019;NULL;4
17508;6773;NULL;4
17509;8317;NULL;6
17510;5399;NULL;9
17511;10390;NULL;9
17512;3799;NULL;9
17513;14602;NULL;9
17514;3342;NULL;9
17515;12359;NULL;9
17516;5708;NULL;1
17517;18657;NULL;4
17518;13949;NULL;1
17519;3552;NULL;1
17520;4660;NULL;4
17521;20072;NULL;4
17522;6595;NULL;9
17523;5169;NULL;4
17524;13928;NULL;4
17525;17171;NULL;4
17526;12885;NULL;1
17527;3622;NULL;1
17528;18877;NULL;1
17529;9980;NULL;1
17530;14284;NULL;1
17531;14542;NULL;1
17532;5950;NULL;4
17533;3891;NULL;1
17534;6168;NULL;1
17535;12285;NULL;1
17536;18196;NULL;4
17537;10009;NULL;4
17538;19198;NULL;4
17539;11306;NULL;6
17540;16470;NULL;1
17541;2520;NULL;1
17542;8595;NULL;4
17543;10624;NULL;4
17544;15400;NULL;1
17545;13672;NULL;1
17546;8389;NULL;4
17547;12534;NULL;4
17548;10311;NULL;4
17549;17663;NULL;4
17550;15722;NULL;1
17551;19406;NULL;6
17552;20359;NULL;4
17553;3065;NULL;1
17554;11872;NULL;1
17555;18376;NULL;4
17556;12996;NULL;1
17557;18822;NULL;1
17558;4688;NULL;6
17559;10572;NULL;4
17560;8451;NULL;1
17561;12381;NULL;4
17562;7054;NULL;4
17563;4022;NULL;4
17564;20372;NULL;1
17565;2769;NULL;1
17566;11366;NULL;4
17567;15505;NULL;4
17568;6955;NULL;4
17569;7300;NULL;1
17570;15231;NULL;1
17571;6388;NULL;4
17572;4288;NULL;4
17573;6776;NULL;4
17574;15559;NULL;4
17575;4608;NULL;1
17576;14919;NULL;4
17577;18099;NULL;4
17578;11692;NULL;4
17579;5216;NULL;6
17580;17270;NULL;4
17581;5184;NULL;4
17582;10811;NULL;4
17583;3070;NULL;1
17584;2418;NULL;4
17585;13990;NULL;6
17586;6825;NULL;6
17587;18267;NULL;1
17588;13276;NULL;1
17589;7940;NULL;1
17590;14799;NULL;1
17591;13155;NULL;4
17592;14252;NULL;4
17593;13792;NULL;4
17594;9193;NULL;4
17595;18193;NULL;6
17596;7127;NULL;1
17597;12650;NULL;1
17598;17471;NULL;4
17599;14658;NULL;1
17600;14126;NULL;1
17601;17482;NULL;6
17602;4455;NULL;4
17603;3670;NULL;1
17604;17324;NULL;1
17605;13560;NULL;4
17606;8219;NULL;4
17607;7891;NULL;4
17608;14630;NULL;1
17609;4845;NULL;4
17610;11598;NULL;4
17611;5447;NULL;1
17612;9802;NULL;1
17613;12969;NULL;6
17614;15484;NULL;4
17615;7186;NULL;1
17616;18462;NULL;1
17617;3974;NULL;4
17618;6397;NULL;1
17619;11564;NULL;6
17620;7272;NULL;1
17621;19234;NULL;4
17622;11002;NULL;6
17623;17576;NULL;4
17624;12547;NULL;4
17625;16876;NULL;6
17626;2818;NULL;10
17627;17888;NULL;10
17628;14802;NULL;10
17629;10443;NULL;8
17630;8618;NULL;8
17631;4864;NULL;8
17632;15661;NULL;10
17633;19032;NULL;7
17634;3227;NULL;7
17635;17215;NULL;8
17636;11759;NULL;8
17637;10307;NULL;8
17638;6917;NULL;7
17639;2644;NULL;10
17640;10926;NULL;8
17641;1774;NULL;7
17642;2584;NULL;10
17643;18126;NULL;7
17644;10284;NULL;10
17645;14905;NULL;10
17646;17460;NULL;7
17647;16162;NULL;7
17648;9373;NULL;7
17649;20137;NULL;10
17650;3500;NULL;10
17651;6502;NULL;7
17652;13645;NULL;8
17653;13824;NULL;7
17654;6800;NULL;6
17655;9534;NULL;6
17656;11506;NULL;6
17657;17288;NULL;6
17658;8591;NULL;4
17659;4690;NULL;1
17660;4338;NULL;4
17661;11250;NULL;4
17662;5652;NULL;4
17663;12697;NULL;4
17664;4941;NULL;4
17665;7013;NULL;1
17666;14354;NULL;4
17667;9472;NULL;4
17668;14444;NULL;4
17669;19310;NULL;1
17670;3360;NULL;4
17671;19478;NULL;4
17672;5688;NULL;1
17673;10164;NULL;4
17674;5822;NULL;4
17675;4948;NULL;1
17676;5453;NULL;4
17677;14432;NULL;1
17678;7018;NULL;4
17679;11018;NULL;1
17680;8228;NULL;6
17681;16395;NULL;4
17682;3644;NULL;1
17683;9297;NULL;4
17684;18507;NULL;4
17685;18662;NULL;1
17686;5208;NULL;6
17687;4130;NULL;1
17688;11658;NULL;1
17689;11000;NULL;1
17690;9843;NULL;4
17691;7601;NULL;6
17692;12216;NULL;1
17693;6605;NULL;1
17694;9946;NULL;4
17695;6052;NULL;4
17696;12500;NULL;4
17697;14489;NULL;4
17698;13424;NULL;4
17699;15008;NULL;1
17700;14722;NULL;10
17701;6833;NULL;10
17702;17135;NULL;10
17703;15562;NULL;7
17704;19188;NULL;8
17705;19289;NULL;10
17706;5838;NULL;10
17707;4533;NULL;8
17708;1775;NULL;10
17709;16752;NULL;10
17710;2677;NULL;10
17711;20574;NULL;7
17712;19038;NULL;7
17713;18120;NULL;7
17714;14029;NULL;7
17715;12871;NULL;10
17716;3841;NULL;7
17717;3987;NULL;10
17718;19831;NULL;8
17719;17962;NULL;7
17720;9780;NULL;10
17721;6184;NULL;7
17722;7720;NULL;8
17723;15888;NULL;10
17724;14695;NULL;9
17725;18642;NULL;9
17726;6803;NULL;9
17727;13778;NULL;9
17728;3272;NULL;9
17729;8154;NULL;9
17730;8563;NULL;9
17731;16422;NULL;9
17732;15874;NULL;9
17733;6635;NULL;9
17734;17461;NULL;9
17735;5623;NULL;9
17736;6317;NULL;9
17737;19988;NULL;7
17738;5241;NULL;8
17739;13472;NULL;7
17740;12284;NULL;7
17741;4567;NULL;8
17742;14967;NULL;8
17743;10754;NULL;10
17744;20354;NULL;10
17745;14045;NULL;8
17746;4161;NULL;8
17747;8140;NULL;10
17748;8267;NULL;7
17749;17451;NULL;7
17750;3577;NULL;10
17751;15134;NULL;7
17752;9781;NULL;7
17753;15173;NULL;10
17754;10498;NULL;7
17755;8513;NULL;10
17756;15085;NULL;7
17757;13995;NULL;10
17758;13822;NULL;8
17759;16122;NULL;7
17760;18654;NULL;10
17761;16098;NULL;8
17762;11375;NULL;8
17763;6338;NULL;10
17764;8085;NULL;8
17765;17481;NULL;8
17766;5416;NULL;7
17767;4216;NULL;7
17768;15558;NULL;8
17769;17840;NULL;8
17770;9263;NULL;7
17771;19572;NULL;7
17772;5214;NULL;10
17773;20756;NULL;7
17774;18483;NULL;8
17775;15586;NULL;7
17776;18647;NULL;10
17777;6942;NULL;8
17778;10495;NULL;7
17779;13085;NULL;7
17780;11948;NULL;7
17781;5437;NULL;8
17782;16294;NULL;10
17783;16425;NULL;8
17784;3378;NULL;8
17785;11638;NULL;10
17786;18573;NULL;10
17787;12488;NULL;7
17788;18042;NULL;8
17789;10555;NULL;8
17790;5633;NULL;10
17791;10755;NULL;8
17792;8585;NULL;10
17793;18557;NULL;10
17794;6770;NULL;10
17795;7042;NULL;10
17796;5014;NULL;8
17797;9655;NULL;8
17798;13755;NULL;10
17799;12507;NULL;8
17800;13018;NULL;7
17801;2544;NULL;7
17802;2967;NULL;8
17803;14999;NULL;10
17804;16969;NULL;8
17805;16957;NULL;7
17806;12738;NULL;8
17807;19216;NULL;10
17808;6351;NULL;10
17809;12642;NULL;7
17810;7871;NULL;10
17811;18603;NULL;8
17812;16310;NULL;10
17813;10332;NULL;10
17814;8410;NULL;10
17815;5588;NULL;10
17816;19921;NULL;7
17817;14282;NULL;8
17818;5312;NULL;8
17819;10914;NULL;10
17820;19481;NULL;10
17821;6915;NULL;10
17822;8970;NULL;7
17823;6429;NULL;7
17824;16814;NULL;8
17825;12576;NULL;8
17826;8711;NULL;7
17827;3269;NULL;7
17828;17497;NULL;10
17829;6025;NULL;10
17830;16770;NULL;7
17831;6097;NULL;7
17832;6336;NULL;8
17833;13790;NULL;8
17834;9023;NULL;7
17835;16723;NULL;10
17836;6371;NULL;7
17837;3410;NULL;8
17838;15105;NULL;10
17839;19886;NULL;10
17840;18417;NULL;10
17841;13592;NULL;10
17842;14893;NULL;7
17843;12120;NULL;7
17844;4936;NULL;10
17845;9671;NULL;8
17846;12553;NULL;7
17847;17680;NULL;8
17848;9448;NULL;8
17849;18119;NULL;10
17850;4849;NULL;7
17851;2380;NULL;8
17852;20663;NULL;8
17853;6451;NULL;8
17854;19919;NULL;8
17855;20142;NULL;10
17856;13320;NULL;8
17857;5836;NULL;8
17858;13450;NULL;6
17859;3809;NULL;4
17860;6118;NULL;4
17861;8763;NULL;6
17862;16214;NULL;1
17863;8941;NULL;4
17864;12252;NULL;1
17865;13586;NULL;6
17866;16219;NULL;4
17867;3066;NULL;6
17868;15042;NULL;4
17869;15977;NULL;4
17870;7846;NULL;4
17871;2886;NULL;1
17872;17157;NULL;1
17873;12520;NULL;8
17874;18742;NULL;7
17875;4234;NULL;8
17876;3857;NULL;8
17877;14770;NULL;8
17878;3327;NULL;7
17879;14624;NULL;10
17880;10859;NULL;10
17881;13007;NULL;10
17882;9200;NULL;10
17883;14138;NULL;7
17884;3396;NULL;10
17885;7022;NULL;7
17886;4810;NULL;10
17887;20077;NULL;10
17888;5734;NULL;10
17889;4155;NULL;10
17890;19101;NULL;10
17891;8520;NULL;7
17892;5580;NULL;10
17893;12768;NULL;8
17894;3206;NULL;7
17895;15860;NULL;10
17896;15012;NULL;10
17897;9563;NULL;7
17898;6273;NULL;8
17899;13894;NULL;7
17900;1776;NULL;7
17901;20492;NULL;8
17902;3295;NULL;8
17903;17262;NULL;10
17904;15058;NULL;9
17905;9162;NULL;9
17906;14494;NULL;9
17907;8775;NULL;9
17908;11869;NULL;9
17909;14006;NULL;9
17910;2571;NULL;9
17911;11676;NULL;9
17912;13032;NULL;9
17913;12416;NULL;9
17914;20149;NULL;9
17915;5792;NULL;9
17916;16414;NULL;9
17917;8742;NULL;9
17918;5048;NULL;9
17919;10848;NULL;9
17920;20286;NULL;9
17921;17394;NULL;9
17922;19379;NULL;9
17923;19323;NULL;9
17924;3569;NULL;9
17925;20314;NULL;9
17926;10021;NULL;9
17927;19410;NULL;9
17928;4237;NULL;8
17929;2833;NULL;8
17930;18940;NULL;7
17931;18053;NULL;7
17932;3758;NULL;7
17933;7603;NULL;10
17934;19327;NULL;8
17935;16469;NULL;8
17936;8442;NULL;10
17937;15239;NULL;10
17938;11275;NULL;7
17939;12048;NULL;7
17940;4198;NULL;8
17941;6655;NULL;8
17942;14086;NULL;8
17943;11052;NULL;10
17944;8940;NULL;7
17945;7028;NULL;8
17946;7245;NULL;8
17947;2974;NULL;8
17948;6201;NULL;10
17949;10004;NULL;7
17950;6650;NULL;7
17951;7859;NULL;10
17952;9363;NULL;8
17953;16394;NULL;7
17954;8142;NULL;7
17955;5578;NULL;8
17956;2840;NULL;7
17957;16460;NULL;7
17958;17005;NULL;10
17959;9638;NULL;10
17960;10078;NULL;10
17961;18811;NULL;10
17962;13440;NULL;10
17963;9386;NULL;8
17964;10158;NULL;8
17965;3535;NULL;10
17966;16019;NULL;10
17967;19645;NULL;10
17968;4470;NULL;10
17969;18038;NULL;10
17970;2998;NULL;8
17971;3419;NULL;7
17972;11970;NULL;10
17973;15907;NULL;7
17974;4606;NULL;10
17975;15405;NULL;7
17976;6214;NULL;8
17977;17526;NULL;10
17978;6937;NULL;10
17979;2422;NULL;10
17980;7786;NULL;8
17981;3896;NULL;10
17982;16706;NULL;7
17983;14302;NULL;8
17984;11610;NULL;8
17985;3441;NULL;8
17986;19540;NULL;8
17987;4850;NULL;7
17988;2783;NULL;7
17989;2671;NULL;8
17990;19690;NULL;10
17991;14208;NULL;10
17992;17672;NULL;8
17993;5079;NULL;8
17994;20284;NULL;8
17995;14167;NULL;8
17996;4227;NULL;7
17997;20540;NULL;7
17998;7412;NULL;8
17999;19663;NULL;7
18000;6444;NULL;10
18001;11738;NULL;8
18002;15055;NULL;8
18003;13200;NULL;8
18004;8445;NULL;7
18005;15023;NULL;8
18006;8439;NULL;8
18007;10133;NULL;10
18008;9736;NULL;7
18009;9746;NULL;7
18010;7236;NULL;7
18011;19305;NULL;7
18012;17413;NULL;10
18013;18564;NULL;10
18014;9102;NULL;7
18015;9342;NULL;7
18016;2657;NULL;7
18017;4152;NULL;8
18018;20408;NULL;7
18019;3660;NULL;8
18020;6936;NULL;8
18021;4764;NULL;10
18022;19230;NULL;8
18023;4294;NULL;8
18024;15445;NULL;10
18025;6712;NULL;7
18026;11976;NULL;10
18027;7123;NULL;8
18028;5544;NULL;10
18029;8325;NULL;8
18030;19242;NULL;10
18031;3555;NULL;8
18032;8919;NULL;7
18033;3089;NULL;8
18034;17851;NULL;8
18035;17389;NULL;8
18036;10834;NULL;8
18037;10822;NULL;10
18038;12113;NULL;7
18039;17799;NULL;7
18040;18245;NULL;7
18041;8659;NULL;10
18042;4032;NULL;10
18043;20627;NULL;7
18044;15168;NULL;10
18045;3330;NULL;8
18046;17236;NULL;7
18047;6128;NULL;8
18048;11960;NULL;10
18049;14066;NULL;1
18050;8944;NULL;4
18051;6772;NULL;6
18052;10993;NULL;4
18053;7363;NULL;5
18054;5435;NULL;6
18055;12853;NULL;6
18056;3407;NULL;4
18057;6460;NULL;4
18058;7373;NULL;4
18059;9849;NULL;1
18060;9968;NULL;1
18061;15143;NULL;4
18062;18491;NULL;4
18063;8661;NULL;4
18064;8903;NULL;4
18065;11035;NULL;6
18066;6539;NULL;4
18067;16961;NULL;1
18068;17963;NULL;4
18069;16646;NULL;4
18070;11551;NULL;4
18071;9751;NULL;4
18072;10054;NULL;1
18073;6178;NULL;4
18074;11076;NULL;1
18075;10293;NULL;4
18076;16072;NULL;4
18077;19178;NULL;6
18078;11207;NULL;6
18079;11816;NULL;4
18080;8486;NULL;4
18081;9785;NULL;6
18082;15270;NULL;1
18083;4388;NULL;1
18084;3534;NULL;1
18085;11421;NULL;4
18086;12956;NULL;4
18087;13830;NULL;4
18088;15858;NULL;4
18089;7589;NULL;6
18090;4770;NULL;6
18091;15018;NULL;6
18092;5056;NULL;6
18093;11295;NULL;1
18094;11158;NULL;4
18095;16156;NULL;4
18096;7981;NULL;4
18097;2830;NULL;1
18098;4263;NULL;1
18099;4681;NULL;4
18100;5774;NULL;4
18101;9619;NULL;4
18102;18340;NULL;4
18103;18960;NULL;6
18104;3585;NULL;1
18105;20049;NULL;1
18106;13268;NULL;4
18107;2405;NULL;4
18108;13456;NULL;4
18109;16148;NULL;4
18110;6279;NULL;4
18111;15311;NULL;4
18112;9833;NULL;4
18113;12198;NULL;4
18114;7630;NULL;4
18115;4560;NULL;1
18116;5727;NULL;6
18117;13119;NULL;1
18118;19080;NULL;6
18119;20396;NULL;4
18120;11235;NULL;4
18121;10998;NULL;1
18122;6613;NULL;6
18123;13001;NULL;4
18124;9185;NULL;8
18125;17476;NULL;8
18126;18465;NULL;10
18127;7964;NULL;10
18128;14828;NULL;7
18129;11932;NULL;7
18130;9986;NULL;8
18131;7241;NULL;7
18132;7128;NULL;7
18133;11115;NULL;8
18134;16904;NULL;8
18135;13625;NULL;10
18136;16939;NULL;10
18137;5878;NULL;7
18138;14696;NULL;7
18139;20523;NULL;8
18140;18626;NULL;8
18141;9725;NULL;10
18142;7360;NULL;7
18143;20322;NULL;7
18144;20629;NULL;7
18145;1777;NULL;8
18146;5443;NULL;8
18147;16332;NULL;10
18148;12911;NULL;7
18149;9913;NULL;10
18150;17121;NULL;7
18151;9313;NULL;7
18152;3903;NULL;7
18153;17415;NULL;8
18154;9148;NULL;8
18155;8708;NULL;10
18156;5952;NULL;10
18157;11248;NULL;8
18158;13533;NULL;10
18159;7081;NULL;7
18160;15220;NULL;10
18161;14046;NULL;7
18162;16471;NULL;7
18163;5870;NULL;7
18164;11938;NULL;8
18165;14976;NULL;10
18166;13319;NULL;10
18167;9526;NULL;8
18168;11734;NULL;10
18169;11973;NULL;8
18170;15903;NULL;8
18171;12518;NULL;8
